CD8+ Tn	CD8+ Tcm	CD8+ Teff	CD8+ Tem	CD8+ Trm	CD8+ IEL	CD8+ Tc17	CD8+ MAIT	CD8+ activated T
ZNF658	0.0987272723419578	0.0511863821453906	0.0760481814668051	0.146088064277929	0.139122571661681	0.130804485617908	0.0369498156848918	0.0417898697552312	0.0590311129381526
ZNF749	0.0821493223270227	0.0484004424635268	0.115839922886928	0.112867071797654	0.103092220852103	0.0976291135852309	0.0244675202939809	0.0408336542202502	0.0460877187268338
ZNF76	0.144830604805893	0.0679421085234234	0.0915809308561188	0.188532755901074	0.253314937604326	0.186351275712244	0.0445057473970979	0.0569797425081481	0.101439366858571
ZNF768	0.103722547343008	0.0574659710854609	0.070340133632869	0.110047045388487	0.154012632544089	0.140768321553455	0.0285218545751037	0.0433043714839113	0.0846269653551244
ZNF770	0.0245771415770748	0.0182353970392843	0.0187029133932918	0.0211895863360552	0.0269433213488749	0.027869481121104	0.0100947832540655	0.0170980279463024	0.0275072595091247
ZNF771	0.117064487000029	0.0592763090313653	0.0733868997357222	0.11069184149286	0.133063878201648	0.143447035468679	0.031235212348902	0.0514222030088147	0.0674626996702482
ZNF774	0.0732717746213377	0.0463223544689549	0.0531995774411366	0.0782951298878023	0.102291294943284	0.0887301473092799	0.0223163492594322	0.0345476707001207	0.0519526673331904
ZNF808	0.0913442182581753	0.0685152403011878	0.0823789468986663	0.106241720689175	0.111846275263589	0.0599552842338856	0.0152517963290196	0.0622743717227664	0.0461140224776379
ZNF813	0.0325364457356525	0.0290105708844605	0.0217869756053244	0.0983108267998154	0.189828264532432	0.0413255312807334	0.0178506116617213	0.0567039302633915	0.0635139227826628
ZSCAN31	0.126729788194833	0.0636907380583795	0.0615612699981961	0.125734763072882	0.155140449225453	0.12629211944265	0.0277664175354521	0.0387051921134041	0.0839782641793367
