Goblet	Tuft	Paneth	M-like cell	Enteroendocrine	BEST4+ epithelial	DUOX2+ epithelial	Pediatric colonocyte	Adult colonocyte	Enterocyte	TA	Cycling TA	Fetal progenitor	Fetal cycling TA	Fetal colonocyte	Fetal enterocyte
KLF7	0.06758605582918	0.12462452748036	0.0108474138983563	0.00334730436156327	0.0233066092398747	0.0228140774978329	0.0271367291231356	0.131112360526894	0.0541855548607471	0.0609523321221472	0.130438597898593	0.0251426770499197	0.0250100695930026	0.00506378674422991	0.0202904385794419	0.0557622866710036
KLF8	0.131759543897433	0.0282344102896942	0.00605486161018709	0.00317368711341415	0.0224096107669685	0.0508118345955944	0.0533511676574199	0.076769270434021	0.153159355702463	0.0477759886204389	0.302409760199782	0.0991598533812241	0.0746749484244291	0.0258982252011901	0.0549653844726105	0.0857857692134665
LEF1	0.121587808806286	0.0479503340583369	0.0142806158769965	0.00201514920712376	0.0257594858573348	0.0378659786012659	0.0264204132234857	0.119192862920095	0.0642785102374593	0.0387471214855787	0.279347099341444	0.0739972291460406	0.121328231636265	0.0490805724688479	0.0647390585825354	0.066534555201073
LHX2	0.0874006924206212	0.044237457547338	0.0138216540167041	0.00181455549979559	0.0372692492585158	0.0516556065907108	0.0357199706146097	0.0898800108855659	0.0630860394099783	0.026696922759945	0.147207614710051	0.0248112480616043	0.0574324066461419	0.0213845322811992	0.0478278597430144	0.0528732648917566
LHX4	0.183120165223771	0.0626684120142197	0.00708763264202439	0.00701491706350088	0.00933197466800284	0.0696550758308859	0.0612148756736962	0.114014438034782	0.157421561594593	0.0310587678463967	0.105118511024634	0.0190151857590293	0.0245309315093089	0.00429938337011893	0.0111083461652786	0.0478576598819651
LHX9	0.0575274761298643	0.0651193490354007	0.0102590079345912	0.000580441918988872	0.0197383651134672	0.0100154105509167	0.00723511906598651	0.0814770303259036	0.0198035506591999	0.00608599146364597	0.0626300289149032	0.0138020076797013	0.0243684574590458	0.00816520373841678	0.0115993454265967	0.0186487494897449
MAF	0.100533566991569	0.0271647832735219	0.00591424367809668	0.00280022592048679	0.0247704791220393	0.0433449924007629	0.0422468987700994	0.0419929850259255	0.116823170278638	0.0825302500095788	0.251216305076994	0.086147130788253	0.135629676808967	0.0519565536849238	0.0672872593727932	0.19530556127239
MAFA	0.0591332364170648	0.0864282561766979	0.00756640438339906	0.000858648837815723	0.084285926117753	0.039373892451753	0.00878033115294552	0.121660575758048	0.0202554397623376	0.00948520700639754	0.0607803787417608	0.00465829913544891	0.0408465824219154	0.013550643431712	0.0534333694907072	0.0602381473296963
MAFF	0.130185256957327	0.0294072746381683	0.00851841710879842	0.0032270654250941	0.0291293226606957	0.0493358778980323	0.0470828861004073	0.0856903980463323	0.121496107169037	0.0591372415741347	0.291177723101397	0.0929847983767137	0.112093218286332	0.0481846774134499	0.0845125161055392	0.111133462127373
MAFG	0.123660709367798	0.0430118967510266	0.00963446187694061	0.00338804119475489	0.0215097607945637	0.0520070498964734	0.065758130528643	0.127180393719576	0.158339431924893	0.0681274689129803	0.259254831858285	0.0542921390259336	0.0639247009400981	0.0213260729322382	0.063644947413484	0.104376573267908
MAFK	0.135182171802562	0.0367009921175951	0.0089429439294666	0.00329847921803361	0.0201110134382062	0.0551584599919046	0.0631061359026283	0.117621929873553	0.173103692992051	0.0692709960538557	0.257646892294849	0.0671211939428304	0.0648140952107492	0.0253753386171284	0.073953935936929	0.0946474701426391
MAX	0.122840109285148	0.0292120593575452	0.00769449321984117	0.00317479334108306	0.0257384082362989	0.0509247413539774	0.0510305239874825	0.0682653293260067	0.150740738757334	0.0692050286040157	0.273376287632237	0.0873192226128967	0.118410436184135	0.047047392706053	0.0655291791525378	0.138104907062919
MAZ	0.136180183355971	0.0316293053858155	0.0088194377615477	0.00308872384417991	0.027850598878112	0.0451778086313447	0.0440104414395336	0.0771944900054164	0.108992359686148	0.0549496532659632	0.315557257706785	0.110783360575626	0.118917853544085	0.0520754776170704	0.0655875646971306	0.0960910092557126
MEF2C	0.00917210373916	0.0117354422450283	0.00420967980581322	0.000247556225510537	0.00464633513061508	0.00398354318658167	0.0174723537327385	0.0289008432209339	0.0120011395967771	0.00122077492817085	0.02634417183633	0.000997748078664928	0.00631897004622906	0.00249821414773255	0.00339395654926578	0.00844346563210463
MEF2D	0.119997260501799	0.0399457682626202	0.0078784470314246	0.00333349578804198	0.0224469897777213	0.055495685203314	0.0681227914505173	0.12032249406505	0.180877190884575	0.0660674042598495	0.195043775796982	0.036451627320749	0.0515292169736846	0.018467212451145	0.0749938936030757	0.0980890530674489
MEIS1	0.136288390824722	0.0444864573584164	0.00833166063281887	0.0036115666527986	0.0321731071556208	0.0844403685681543	0.0565932608903134	0.0732095178466187	0.157425511711723	0.04618316412483	0.263710380360926	0.0902923781172302	0.112507738974815	0.0492596579506139	0.0585049269237705	0.0827275789036196
MEOX2	0.0172221473791232	0.00527547218409119	0.00402745433407736	0.000256589810095353	0.254845053831591	0.00625045572182681	0.00301133508181162	0.0171069983331401	0.00115007685057356	0.00251957186265994	0.0330622793144796	0.00365321455328416	0.0426439967096408	0.0137645980918668	0.0109214106794607	0.0445702207658307
MIXL1	0.0137640860544401	0.0332658074603667	0.00674098872402351	0.0102459598209392	0.00337205129056894	0.00811966865568536	0.00620587238854897	0.0334004039916278	0.00978154203791726	0.00434747695100279	0.0275143414340484	0.00577862510496863	0.00930720953819009	0.00428660122497027	0.00209123581975212	0.00488776679789404
MNX1	0.142151805292932	0.0386822174029922	0.010960493166106	0.0024933312083153	0.055123952782217	0.0495760525321398	0.0410082651956813	0.0998186832564508	0.0905784305214133	0.0556089599091714	0.259175733213829	0.09263482078449	0.115820727140578	0.0552923442612853	0.0965156393146012	0.0967110468492988
MSX1	0.124683782114696	0.0514956057853356	0.0107776617084216	0.00313873450264701	0.038944387273926	0.0371031110876896	0.034573457500411	0.112457639980358	0.0649092339198998	0.0423101674461263	0.29612631623195	0.0828478246018507	0.135556262659442	0.0564077929284456	0.0514605495227395	0.0891714307760917
MXI1	0.123720125924752	0.0313056078492767	0.00724396176364583	0.00333894495606679	0.0249219995357263	0.0534748025784522	0.0575408612338366	0.0769737411604499	0.16351752529968	0.0667455346634407	0.281342264580931	0.086373753826017	0.104791106400385	0.0426217098283753	0.0677968670148084	0.111364119329422
MYB	0.0897867391633997	0.0723640472613339	0.0120935980355922	0.00384434677616041	0.0210430682097699	0.0183462143761509	0.0155659567094477	0.101340111594672	0.0288106701225019	0.0150541694863388	0.237092848224995	0.048593855922711	0.0121129332380089	0.00533092738873442	0.0266174677656518	0.00909642591017656
MYBL2	0.117257855785161	0.0239832227035868	0.00759672483804208	0.00280278318574956	0.0281247221368036	0.0390306944659315	0.0372708608680974	0.0712224939376199	0.0894417261193804	0.0487531652342117	0.294015494952151	0.147112407063207	0.146209875389653	0.0879489332373206	0.0621964090498032	0.0778672721350931
MYC	0.128834001394922	0.0233278052438998	0.00826837005660841	0.0031903536384007	0.0272857787622862	0.0441198861690604	0.0436507624056401	0.0603696518150708	0.101846403472622	0.0573734005103592	0.310656768110058	0.117025408008485	0.135288628263682	0.059752037903641	0.0675245804166634	0.104291634916885
MYEF2	0.00968347950376491	0.0082258382443583	0.00113713406430505	0	0.00349823742307287	0.00346130752554097	0.00202489897745062	0.0598080813056402	0.00284874892791298	0.00237238373822923	0.0457702690635347	0.0774869013789864	0.0117974179415729	0.124949053355059	0.00353854769460049	0.00445794916685183
MZF1	0.137720333929564	0.0708909176576201	0.0129035837337766	0.00271145043351917	0.0319297379894347	0.0413261857450835	0.0381502610952726	0.178640458262425	0.129899015834519	0.0610236573672557	0.224867483245388	0.0559556311717893	0.082566701099146	0.0243566949335537	0.0416323460308323	0.106358525703178
NANOG	0.0733658817417696	0.0664284643574495	0.0106608214625041	0.0032575422186002	0.0250699749781736	0.0217587510966737	0.0182032117762175	0.109813679182041	0.0474018622733559	0.0245905260766101	0.195242212287912	0.0193185411651637	0.113212882898181	0.0525424049556529	0.017407476148656	0.0404957868817595
NEUROD1	0.092344506828643	0.0405328164891948	0.0197676532303612	0.00110791110641328	0.307413359654174	0.00737386408120466	0.00793956934526407	0.083023531626619	0.0118919212151883	0.0314067128621369	0.0655504512119324	0.0122870729284081	0.0604788338306315	0.0197991036612074	0.00925772744618802	0.0453468396369187
NEUROG3	0.181649234316748	0.0705330714547374	0.0226104256992563	0.00201348972387894	0.0798768294283145	0.0492715701516158	0.0188396602377494	0.150226773720621	0.0519123545099394	0.0340959025821429	0.178883674159495	0.0435626192496409	0.0780960926149166	0.0340956572019708	0.0784633184020481	0.0627284913858334
NFATC1	0.0682808888809514	0.071522824248178	0.00959833619591044	0.00491244715342898	0.0149157295047798	0.0242914396322654	0.0158148219738423	0.103591651009524	0.0580499193849356	0.0216087895372481	0.20904809773509	0.0152669888687732	0.027349418179943	0.0062770139069418	0.00537821206373745	0.0359941780746033
NFATC3	0.00797685871407527	0.0460665338569283	0.00144567566304488	0	0.00808819084290036	0.00564647657774608	0.00416243294285468	0.00270096292451272	0.00512859453549364	0.00525986766409581	0.02244333103656	0.00377794211184568	0.0339936459708905	0.00731656679036041	0.0105882800651974	0.0051724277213635
NFE2	0.0545184873449391	0.108118845666561	0.0141122672184135	0.00144624604774024	0.0672057532961611	0.0212577713304244	0.0120960187669407	0.0917462137423363	0.0309029754846378	0.125692615891169	0.0784148874580427	0.0146374376263116	0.144609444868287	0.0452731820085625	0.019473293165004	0.134017322868593
NFE2L1	0.115257506048004	0.0367206379668141	0.00836423800658181	0.00388957551406399	0.0147104550872867	0.0505529352536757	0.072537182178558	0.10399270693769	0.201662955081063	0.109877083773996	0.210468918538665	0.046028339222182	0.0561732689026091	0.0129844466034874	0.0297062619961999	0.0967951667837469
NFE2L2	0.121661265273536	0.0319708706957446	0.00867781182560445	0.00307300734069105	0.0283521956717885	0.0485043842647314	0.0458144088111542	0.0866914141146792	0.118370110313718	0.0611345168620853	0.297171167368142	0.0812880336434288	0.118017790393702	0.0482521400077957	0.0764007443721435	0.11886186470972
NFE2L3	0.121930250738275	0.0141682743066873	0.0137470505971773	0.00993761344092592	0.00731687714535756	0.0359778265428501	0.084071727694129	0.0576234732283225	0.0504482549982427	0.0862925141484053	0.306788606949435	0.156505393501374	0.0207623255482143	0.00779141892642377	0.0228805847089187	0.0194635579021083
NFIA	0.100220256134751	0.0643361318318896	0.0142004602072766	0.00469908315729273	0.014286194400119	0.0325563962783041	0.0242497386570392	0.114970324390607	0.0454397889541638	0.0475938097188522	0.311344269132345	0.0511514045474784	0.0257155798373756	0.00598765916057753	0.0110495585834284	0.0220164714758868
NFIB	0.0922906966702179	0.0302074478506515	0.0126161723536332	0.00694821417047342	0.0143654530702261	0.0268836653170529	0.0572612549191807	0.0879123026049006	0.0564248036483714	0.191391323281783	0.253270013203117	0.0933675318044963	0.0194141510184124	0.00518324588787478	0.00596491767738183	0.0700234881327281
NFIC	0.0950238199850967	0.0117114389700641	0.014614221981323	0.00502772522988371	0.0141005178452797	0.00727645653745879	0.0221667942408197	0.0795909009485493	0.0175488596199516	0.058764668688154	0.197297855174423	0.0994836179657071	0.019241413073382	0.00967537234877225	0.00560977261767492	0.0027750914626774
NFIL3	0.117730593493676	0.0327212710744539	0.00833515110834082	0.0030750121815033	0.0320514687112542	0.0469769116641015	0.0410293923290639	0.085467448417241	0.109873121695283	0.0595014495429985	0.268687400148358	0.0761852112117747	0.126398023279855	0.0521153223464003	0.0970286132964866	0.148266390123104
NFIX	0.0901220648614208	0.0229147518392656	0.0138612837982868	0.000934396228362	0.0170308724844342	0.0173852946901197	0.0322681961524323	0.078398171301038	0.0568913856660916	0.0219198346558004	0.167344724370627	0.123217639599852	0.0145277246463326	0.00532146971658487	0.0133549557261884	0.0107971786894496
NFKB1	0.136965628009257	0.0478024015470314	0.00982950566759777	0.0055421002212217	0.0229375948093326	0.0416652337911454	0.0532813806552173	0.117742753158583	0.109299078630178	0.0567161664644392	0.31219419735839	0.0769108747310869	0.0937629015085244	0.0342105452248255	0.0579052349273188	0.0818933578786643
NFKB2	0.140185630646594	0.0386060659612382	0.00952008727695453	0.00511132222655075	0.022819714669898	0.0531381085458111	0.0568197609455667	0.110883327533543	0.141677499126515	0.0653123500433189	0.279161523686975	0.0859670176067971	0.091291581500598	0.0354958213884158	0.0633671472817711	0.104047245304186
NFYA	0.0697190777222502	0.0394071014210973	0.0126646073076728	0.00207783931885908	0.0152483665589039	0.0231742903197417	0.0093552063652611	0.0998986050972384	0.0299018909538084	0.177956896212397	0.0799791024834907	0.0237974705070348	0.0247175122766943	0.00629243520273282	0.0114922243431743	0.0207202416597422
NFYB	0.080294910624616	0.0662806269511684	0.010652063542669	0.00221850446088456	0.0393515412201983	0.032317016452623	0.0232711247321526	0.081422147380857	0.0680382035323812	0.0285501027544257	0.217327146914355	0.133896473898726	0.0895780743181672	0.105066374304602	0.0586473410279965	0.0911327474785203
NFYC	0.126674099455655	0.0418681909560522	0.0101770055914512	0.00280651037417767	0.0382596003445138	0.0406499855923164	0.0290793228299148	0.0919745866448181	0.0817318391211203	0.0423332842534447	0.275488000547629	0.0834118987802919	0.163518427007275	0.0684827652062168	0.0738700532464199	0.119134831219763
NKX3-2	0.00898172649756346	0.0242232551392434	0.00418108209965717	0	0.113674807589881	0.0148030400453412	0.00280795249954557	0.0266475700313593	0.00577470746706354	0.00411821834387593	0.0313583156641846	0.0032130817786663	0.0218517755788833	0.00692149320852653	0.0248553586812307	0.00587095604966936
NR1D1	0.0579934705420904	0.0316851023229539	0.00567880593724146	0.00125895514278951	0.0091398484844033	0.106852009610003	0.0288939735024146	0.0445443689715909	0.286206664472134	0.0721400873690614	0.135995687635181	0.0102986077554807	0.0301988911180124	0.00695218895507965	0.00327602819683048	0.0224879528744265
NR1H2	0.134213370337341	0.0296299313712832	0.00743177830209951	0.00372886164467434	0.020282378969966	0.0661548511296284	0.0601270939917024	0.0808499351732619	0.197334136778071	0.0671291441397727	0.269863698199738	0.0897084746576002	0.0806796085065155	0.0312727410316593	0.0531193671840312	0.0980826174598352
NR1H3	0.115233738666107	0.0253201221113218	0.00776676079151795	0.0028392076386119	0.0266765686282431	0.0439397254978168	0.0398155269503163	0.0601088755519081	0.116506184721958	0.071589089406495	0.27272433922249	0.092714905799012	0.148313584506838	0.0570314369186494	0.0671356371770566	0.156322761209938
NR1H4	0.119200435285722	0.028805988592252	0.00757003133679734	0.00310327265963384	0.0241774270579241	0.0490816363231577	0.0487943531172615	0.0707850634984142	0.145065497155412	0.0793849988747902	0.279851218732115	0.0885558403459019	0.115773070694358	0.0445208605205977	0.0644986497417722	0.137331664345978
NR1I2	0.110149022074685	0.0355913582722366	0.00699546561454156	0.00270025011506358	0.0199415983093779	0.0557249807335419	0.0501710730974481	0.0980474836456092	0.184191059572477	0.0803379002204369	0.250328011292278	0.0680467734014725	0.105940682798837	0.0366924961869314	0.0583873038512878	0.133162854525194
NR1I3	0.0862340501582128	0.028561076313253	0.00916638997259256	0.0015000420143424	0.0243247534616816	0.0180013218715671	0.0198048422216971	0.0373531754889681	0.0578964053489387	0.116635049340024	0.0880731573190995	0.0177694676335475	0.198390629384088	0.0703687264231818	0.033405092211958	0.327428886246616
NR2C1	0.000982637372999862	0.000858624868601554	-8.88178419700125e-16	0	0.104165884697041	0.00152325851890844	8.73917650150435e-05	0.00154083783040981	6.35414656078304e-05	0.00666436963570693	0.00204073807615102	4.30678052445455e-05	0.0501900322272126	0.0107593169800133	0.00140932047208331	0.0633402934978514
NR2C2	0.01850292379199	0.442791668337457	0.00422348149261287	0.000356430700756305	0.00888020036408577	0.0162049071859164	0.0099616162104128	0.0304485977763667	0.0270542545232735	0.0157930046082211	0.0428016780347452	0.00675189709220392	0.0155181123347822	0.00535876863289286	0.0369842964987137	0.0270110417108091
NR2F2	0.0295576201105543	0.0128243888211983	0.00647493453693426	0.000271614895449468	0.00912443488214132	0.010502947883839	0.00492523199430639	0.0250151587884347	0.00890502418494155	0.00707221549864023	0.0381066366183694	0.00628496997810313	0.0192657355877732	0.00591772333181018	0.0173046635533792	0.0344873106725944
NR2F6	0.127422470072834	0.0329439495056302	0.00733730140492139	0.00282693039969117	0.0228750021678359	0.0504474994693348	0.0553125309349318	0.086004435028614	0.170132042879919	0.0707055870209833	0.276572046071839	0.0804264775294883	0.0991336537373024	0.0358240523137974	0.0592225742993836	0.117091888208665
NR3C1	0.101153571744349	0.0313019893836783	0.0126984294771191	0.00151863113760353	0.0276327892586908	0.0289059991529867	0.0172752380304075	0.0501255246357747	0.0400040731037159	0.0920010949264964	0.0937404576283736	0.0408375032898994	0.197464718183034	0.0655348641819258	0.0348919752591205	0.267718512970781
NR3C2	0.169550237587504	0.0256917714178785	0.00760119994031661	0.00126110959772696	0.0061259451924941	0.0499670045658583	0.0501492245799103	0.105692908670112	0.191001728338417	0.0504900242340526	0.11502490273716	0.0239750967950684	0.00250532159879602	0.000309165870654549	0.00317875034017756	0.0160380181047262
NR5A2	0.00225649927175176	0.00299570586970932	0.00250757355822739	0	0.00634105465272738	0.0013513246067105	0.000507949828649656	0.00696925179853702	8.88178419700125e-16	0.000259293724749976	0.00235565133846949	0.000193060335769379	0.00351399686891729	0.00100093077273211	0.00112368742800928	0.00244984822125327
NR6A1	0.00118423187223371	0.00220337230065604	0	0	0.00120587474841671	0.000717513443657891	0.00044266753683142	0.00340608736866688	0.000614149258960639	0.000532682704176723	0.00177553469506564	0.000132172234304839	0.00488681745591313	0.00120581826494237	-8.88178419700125e-16	0.000490882850423202
ONECUT2	0.075726727082199	0.0525681365447829	0.0111029115539638	0.00253073734219444	0.0442640413493314	0.0346294532057011	0.0288533407527745	0.0861102203035941	0.0573159619090192	0.0691451287088265	0.214869106296778	0.0279391538493714	0.205005720914322	0.0666633930721837	0.0561242360342965	0.137915482384998
PATZ1	0.143827724327056	0.0643045027818544	0.0149363202809063	0.00230202054610107	0.0291632709819216	0.0377096065314617	0.0371239213789428	0.133061512462353	0.0996152855099466	0.0489907919340592	0.322597417479415	0.0877992492298753	0.0808990841897546	0.0248855823235492	0.0313215262458252	0.053735818038273
PAX4	0.140928194624362	0.0482859930836149	0.01211093499396	0.00265259421899033	0.0582282937846325	0.0469621794927757	0.0370025113451138	0.102226820483296	0.0988344649490759	0.0451930619950777	0.271308459818931	0.0873931345425599	0.12423567514931	0.0572138533992145	0.0816623857171802	0.0922649271007696
PAX5	0.103194325167108	0.0452356123997671	0.00865839943593916	0.00223086354645052	0.0157897385060639	0.0530921687483601	0.064863462251405	0.140454300643097	0.200397827139606	0.0622233863445805	0.166231083209631	0.0292171752988937	0.0500591401244628	0.0143402312656855	0.0504275752873148	0.0828351424665168
PAX6	0.127124112948665	0.0648870560629874	0.011720199143997	0.00210305831413726	0.131864110944219	0.0354648123721814	0.0283050875857758	0.0995884302372686	0.0769377227994007	0.0391219858041554	0.232711320252008	0.061541576264349	0.103501126756338	0.0409992401608767	0.066209722460116	0.0889762456492764
PBX3	0.0758577482706917	0.0478340777156371	0.00937283992363225	0.00190541653641507	0.0242402059595096	0.0501138970817607	0.0159777245810231	0.125848119296541	0.0492412728859778	0.0198448694473148	0.243466760056582	0.0266245288692223	0.0409406200385972	0.0128778999534112	0.0256733499638113	0.0564586599965448
PITX1	0.14576383676564	0.00784409578424816	0.00312691282828925	0.00419626377691729	0.0253985403716004	0.0457125348281461	0.106710059796948	0.0213664482783017	0.110414185478084	0.0459247027205659	0.218754714916766	0.107178442756034	0.0976569572695289	0.0366759708563146	0.0380270219062016	0.0360905851542354
PKNOX1	0.0406153843199246	0.0197804051743798	0.00482705913668413	0.0044525224046007	0.0116274950969802	0.024367021210534	0.0264487221661078	0.0434104629527737	0.109387750107399	0.025390115269405	0.0913564895573662	0.0149601695451247	0.019710480868932	0.00730810523373704	0.0166109897415211	0.033952401019264
PKNOX2	0.019193343229985	0.073485730431751	0.00761629049828216	0.00161940653855142	0.0171190972151462	0.00403110244330329	0.00177459373922861	0.0876072091677196	0.00473390056636058	0.00265555726866973	0.0165478637792149	0.00201167845084327	0.0231473602300707	0.00672610933909568	0.00465998886440255	0.0216984887070721
POLE3	0.119605600616007	0.0290168541745225	0.0084035621295967	0.00260488831349959	0.025643879692229	0.0384137763679171	0.0384329860276537	0.0807199022647253	0.0841526345299566	0.0489606356700605	0.327717832763157	0.134899218886566	0.130659098500744	0.0725796644179374	0.0600074368986171	0.0711582311207613
POLR2A	0.138715679005916	0.0633661253064451	0.0119906779141521	0.00258559522685231	0.0285459250105385	0.0462020174790584	0.035982666797527	0.158390462406921	0.103968519641869	0.0510687471895812	0.269777896925066	0.0699945973996813	0.104340286136639	0.0410002028613938	0.0613411436802599	0.102456963645819
POLR3G	0.116154539608961	0.0263967172981152	0.0090617847859924	0.00322851480886532	0.029420248458515	0.0420119754029451	0.0387713158667518	0.0730744915092261	0.0802945701643192	0.0482355646639132	0.33126877525119	0.117165903246902	0.14224348389554	0.0676888208134988	0.0567373783444952	0.0807971279070722
POU2AF1	0.186085593751802	0.105611216555161	0.0258186022149742	0.00283631104947379	0.0342694500771537	0.018942771622628	0.0195847989469384	0.0319979596444471	0.0226494700935379	0.0528942261276523	0.109386404229986	0.0718693124696214	0.162476160187117	0.0681239419907329	0.0525419248803221	0.163989075112131
POU2F1	0.0712016321416282	0.10787865510159	0.00894340755223755	0.00834422647883815	0.0253778395027776	0.0258319073936429	0.0717913021254304	0.114864588214931	0.0531264008807041	0.0212059881660756	0.212962943048558	0.0610436977143223	0.043868875672897	0.0485463887810199	0.0105309732822652	0.0363954452396513
POU2F2	0.0797345129449353	0.0691694956584081	0.0141539218198594	0.00251149268208328	0.0824266700928459	0.0225763900483165	0.0215717674789575	0.151092676707789	0.0634444425501623	0.0305863373421917	0.121101247786302	0.0108627201179322	0.0267120855513477	0.00548277229855643	0.0102393122176014	0.0752388856032691
POU2F3	0.14046582921821	0.169497485012547	0.0133511075179374	0.00320890413289587	0.0348162781235679	0.0485625478866032	0.0422777382342159	0.114012900716159	0.0875837003597431	0.047749725947181	0.257132015310824	0.0667362516712118	0.0927589803591727	0.0325320924705598	0.0454175667366973	0.0730578480102185
POU3F1	0.13044241938216	0.110454545951446	0.0132332607203467	0.00130865713521289	0.0617465936094203	0.0254066158301252	0.014845661349299	0.226052240664177	0.0438150940398581	0.0217056394770494	0.151337639870019	0.0234889738310394	0.0725367900511533	0.0295396674352797	0.0443757900239186	0.0502566129215434
POU5F1	0.122889450477868	0.039932984533724	0.00916619001474761	0.00353517130816738	0.0314165959037256	0.0463401661852181	0.0431798770412537	0.0661257560123407	0.108371927460564	0.0740626860693817	0.310157737625187	0.0897007340039112	0.123708387618772	0.0491328514943978	0.0532240284274788	0.0952225121375109
POU5F1B	0.0999379263861619	0.0403686681661267	0.00915229690797836	0.00270675551565058	0.0164591066251966	0.0288500961396688	0.0230445367636984	0.0870158816849863	0.0560340262514367	0.0410719021610026	0.240171465188737	0.0442190869484717	0.151863748290529	0.0579013717086724	0.0479319400254858	0.0763425011534711
PPARA	0.121601020590801	0.0456327086717174	0.00942179706082658	0.00280169851510359	0.023860836815232	0.0474949103346498	0.0471846593924348	0.10213370325561	0.151650403762406	0.0895844726526827	0.269253209315532	0.06097895674423	0.100430918208846	0.031577718572837	0.0513340659060266	0.13438585797043
PPARD	0.127426531117944	0.0300697246479922	0.00704104321152732	0.00350579947665108	0.019646580741713	0.0583681355665567	0.0662019054788959	0.0815814508573818	0.206747200479582	0.0696409903163955	0.262613593212096	0.082474254111111	0.083815506082376	0.0318013152831641	0.0526749196426423	0.106760066881122
PPARG	0.12175010003	0.0249319580086778	0.00674655074111341	0.00323113959540355	0.021623360901097	0.0547743585183635	0.0546506413609569	0.0710041750099143	0.168104237910688	0.0650940371561615	0.292710003189449	0.0960046708387489	0.102287928693892	0.0413269105628413	0.0670982068152611	0.103612993271902
PPARGC1A	0.0973735201382563	0.0264754961390505	0.00614575405449969	0.00214581427951877	0.017427006639705	0.0481420047923544	0.0530643896855165	0.0899041599768553	0.174083405483939	0.0723006235612708	0.294605723103456	0.0572712403604992	0.0683565513826977	0.0244156046464348	0.0559530770308823	0.119150678100346
PRDM1	0.123372942533147	0.0381859747227034	0.00817869859133369	0.00337066371223738	0.0272862399680849	0.0529577352436011	0.0595431118702278	0.0811619817664091	0.157441544235347	0.066392873105153	0.278205476793489	0.0758156470936798	0.109282671330356	0.0403420517511724	0.0573849083351695	0.11630247382884
RAD21	0.125945233153136	0.03942396159656	0.00906436038754244	0.00282641811995965	0.0306029469014324	0.0416258991666342	0.0384012987923547	0.0844166096098148	0.0902216014348511	0.0500615286320369	0.317030174628761	0.106740639809998	0.134728447987485	0.064682054249942	0.0628955195087104	0.0947045761098275
RARA	0.109351174978957	0.0342544820660916	0.00733018810722841	0.00288899561925582	0.0221211560981801	0.051590393176649	0.0474376835011684	0.0825959946824421	0.165595101681622	0.0865014689042726	0.248299215645935	0.0684963337145723	0.114341727308671	0.0402028115596781	0.0592759715606684	0.158060685775075
RARB	0.0132542310503779	0.0333314539632165	0.00330616034510645	0.00353636956798564	0.0356329280561912	0.00370535577329212	0.00137323059943317	0.0314833710181243	0.0028807589940677	0.00390895604388775	0.0195866302258584	0.00309530902757915	0.0784996412224517	0.0238959928756013	0.00747346684428762	0.0374495105604996
RARG	0.0927417797544537	0.0302473938013866	0.00984654814995045	0.00414805024247122	0.00680583989449846	0.040923537729199	0.0489738153027733	0.0816297387197804	0.0374808391950444	0.0455315397320685	0.39634719589199	0.139392734071194	0.0170985235435686	0.00450554992557584	0.0119121333598665	0.013889781015462
RB1	0.116833597759831	0.0466451118472003	0.0109207621203616	0.00320435260442975	0.0241903292408875	0.0432628247245751	0.0388661424069474	0.116748095243473	0.095721623415957	0.0621180441045567	0.286920048012543	0.0777818277766847	0.0807582409919807	0.0314525318671055	0.057604722709768	0.101372355899525
RBBP5	0.112607576542442	0.0505869683093583	0.0102551115566679	0.00141759079060755	0.0282203024881685	0.0282438958265764	0.0241261889198399	0.124788229609456	0.0666759354883177	0.0287758936193808	0.215776372860499	0.0537656666684071	0.0839756343073481	0.0277031990849452	0.0387449979402522	0.0624053093792686
RBM42	0.106778830554793	0.027242265751721	0.00830119557098452	0.00288332124756896	0.0109473392805224	0.0289000975964567	0.0250340119049156	0.0824993832226215	0.0545846438212421	0.0393357521152125	0.230656246096319	0.0507300528302773	0.146396684089769	0.0617843438811254	0.0457027067716159	0.0784995431016342
RBPJ	0.0403474197460891	0.0591788839571565	0.00921216688730364	0.00268557471408859	0.0475628672049013	0.0314436918208915	0.0100824422433818	0.0771039981758609	0.0187307903381242	0.0293130342900475	0.149406535091759	0.0190974936793807	0.151984080111539	0.0465411161883841	0.0498053098770784	0.0661045703347976
REL	0.119055330557235	0.045967462752228	0.0103821242038931	0.00368109451300758	0.0314259679827373	0.0496185727557538	0.0359380857219059	0.136802900263023	0.101564236679133	0.0509118491286328	0.259805547768274	0.0575144782752202	0.0945622832647405	0.0380122798426216	0.0962072806887573	0.109702043743705
RELA	0.130042006976732	0.0358196427208847	0.00926352392501506	0.00442390709507001	0.0208302116517793	0.0482521953498707	0.057442043473772	0.130485115292884	0.156727104796203	0.060664424815201	0.273308530456942	0.0756452367792375	0.0780167750517782	0.0319434641571528	0.0633579427823195	0.0889656075117206
RELB	0.13058987588476	0.0346416611535446	0.00875745178161391	0.00456397506820105	0.0209346203629999	0.0600051217746251	0.0601788975108934	0.10324234374889	0.185593870252429	0.0690260707608686	0.271708329393108	0.0797219828540975	0.0792671390423909	0.028992631192759	0.0535300124596342	0.102456082204897
